#type	code	old_ID	old_desc	new_ID	new_desc	comment
chem	1.3	MNXM114072_m	ferricytochrome c	MNXM5749	ferricytochrome	
chem	1.3	MNXM11408_g	disialyl-T antigen	MNXM11408	DsT antigen	
chem	1.3	MNXM114141_m	3-(4-hydroxyphenyl)lactate	MNXM114141	2-hydroxy-3-(4-hydroxyphenyl)-propanoate	
chem	1.3	MNXM114230_c	L-sulfolactate	MNXM90148	(S)-3-sulfolactate	
chem	1.3	MNXM11427_c	docosa-4,7,10,13,16-pentaenoic acid (n-6)	MNXM11427	Dcsptn1	
chem	1.3	MNXM11435_r	Dolichol diphosphate, human uterine homolog	MNXM11435	Doldp U	
chem	1.3	MNXM11479_m	Electron transfer flavoprotein oxidized	MNXM11479	Etfox	
chem	1.3	MNXM11480_m	Electron transfer flavoprotein reduced	MNXM11480	Etfrd	
chem	1.3	MNXM11520_e	(13Z)-docosenoate	MNXM11520	erucic acid	
chem	1.3	MNXM11615_g	Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens)	MNXM11615	Galgalthcrm hs	
chem	1.3	MNXM11616_g	Gal-Gal-Gal-Glc-Cer (homo sapiens)	MNXM11616	Galthcrm hs	
chem	1.3	MNXM11618_g	Gal-Xyl-L-Ser (protein)	MNXM11618	Lxser	
chem	1.3	MNXM11641_g	ganglioside GM1 (homo sapiens)	MNXM11641	Gm1 hs	
chem	1.3	MNXM11643_g	ganglioside GM2 (homo sapiens)	MNXM11643	Gm2 hs	
chem	1.3	MNXM11645_g	GD1b (homo sapiens)	MNXM11645	Gd1b hs	
chem	1.3	MNXM11646_g	GD2 (homo sapiens)	MNXM11646	Gd2 hs	
chem	1.3	MNXM11679_g	GlcNAc-Gal globoside (homo sapiens)	MNXM11679	Acglcgalgbside hs	
chem	1.3	MNXM11714_c	glycogen, structure 1 (glycogenin-11[1,4-Glc])	MNXM11714	Glygn1	
chem	1.3	MNXM11715_c	glycogen, structure 3 (glycogenin-7[1,4-Glc])	MNXM11715	Glygn3	
chem	1.3	MNXM11716_e	glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})	MNXM11716	Glygn4	
chem	1.3	MNXM11717_e	glycogen, structure 5 (glycogenin-2[1,4-Glc])	MNXM11717	Glygn5	
chem	1.3	MNXM11720_r	glycophosphatidylinositol (GPI)-anchored protein	MNXM11720	Gpi prot hs	
chem	1.3	MNXM11730_g	GT1c (homo sapiens)	MNXM11730	Gt1c hs	
chem	1.3	MNXM11731_g	GT2 (homo sapiens)	MNXM11731	Gt2 hs	
chem	1.3	MNXM11753_l	heparan sulfate, degradation product 1	MNXM11753	Hs deg1	
chem	1.3	MNXM11754_l	heparan sulfate, degradation product 10	MNXM11754	Hs deg10	
chem	1.3	MNXM11755_l	heparan sulfate, degradation product 11	MNXM11755	Hs deg11	
chem	1.3	MNXM11756_l	heparan sulfate, degradation product 12	MNXM11756	Hs deg12	
chem	1.3	MNXM11757_l	heparan sulfate, degradation product 13	MNXM11757	Hs deg13	
chem	1.3	MNXM11758_l	heparan sulfate, degradation product 14	MNXM11758	Hs deg14	
chem	1.3	MNXM11759_l	heparan sulfate, degradation product 15	MNXM11759	Hs deg15	
chem	1.3	MNXM11760_l	heparan sulfate, degradation product 16	MNXM11760	Hs deg16	
chem	1.3	MNXM11761_l	heparan sulfate, degradation product 17	MNXM11761	Hs deg17	
chem	1.3	MNXM11762_l	heparan sulfate, degradation product 18	MNXM11762	Hs deg18	
chem	1.3	MNXM11763_l	heparan sulfate, degradation product 19	MNXM11763	Hs deg19	
chem	1.3	MNXM11764_l	heparan sulfate, degradation product 2	MNXM11764	Hs deg2	
chem	1.3	MNXM11765_l	heparan sulfate, degradation product 20	MNXM11765	Hs deg20	
chem	1.3	MNXM11766_l	heparan sulfate, degradation product 21	MNXM11766	Hs deg21	
chem	1.3	MNXM11767_l	heparan sulfate, degradation product 22	MNXM11767	Hs deg22	
chem	1.3	MNXM11768_l	heparan sulfate, degradation product 23	MNXM11768	Hs deg23	
chem	1.3	MNXM11769_l	heparan sulfate, degradation product 24	MNXM11769	Hs deg24	
chem	1.3	MNXM11770_l	heparan sulfate, degradation product 25	MNXM11770	Hs deg25	
chem	1.3	MNXM11771_l	heparan sulfate, degradation product 3	MNXM11771	Hs deg3	
chem	1.3	MNXM11772_l	heparan sulfate, degradation product 4	MNXM11772	Hs deg4	
chem	1.3	MNXM11773_l	heparan sulfate, degradation product 5	MNXM11773	Hs deg5	
chem	1.3	MNXM11774_l	heparan sulfate, degradation product 6	MNXM11774	Hs deg6	
chem	1.3	MNXM11775_l	heparan sulfate, degradation product 7	MNXM11775	Hs deg7	
chem	1.3	MNXM11776_l	heparan sulfate, degradation product 8	MNXM11776	Hs deg8	
chem	1.3	MNXM11777_l	heparan sulfate, degradation product 9	MNXM11777	Hs deg9	
chem	1.3	MNXM11778_l	heparan sulfate, free chain	MNXM11778	Hs	
chem	1.3	MNXM11779_g	heparan sulfate, precursor 1	MNXM11779	Hs pre1	
chem	1.3	MNXM11780_g	heparan sulfate, precursor 10	MNXM11780	Hs pre10	
chem	1.3	MNXM11781_g	heparan sulfate, precursor 11	MNXM11781	Hs pre11	
chem	1.3	MNXM11782_g	heparan sulfate, precursor 12	MNXM11782	Hs pre12	
chem	1.3	MNXM11783_g	heparan sulfate, precursor 13	MNXM11783	Hs pre13	
chem	1.3	MNXM11784_g	heparan sulfate, precursor 14	MNXM11784	Hs pre14	
chem	1.3	MNXM11785_g	heparan sulfate, precursor 15	MNXM11785	Hs pre15	
chem	1.3	MNXM11786_g	heparan sulfate, precursor 2	MNXM11786	Hs pre2	
chem	1.3	MNXM11787_g	heparan sulfate, precursor 3	MNXM11787	Hs pre3	
chem	1.3	MNXM11788_g	heparan sulfate, precursor 4	MNXM11788	Hs pre4	
chem	1.3	MNXM11789_g	heparan sulfate, precursor 5	MNXM11789	Hs pre5	
chem	1.3	MNXM11790_g	heparan sulfate, precursor 6	MNXM11790	Hs pre6	
chem	1.3	MNXM11791_g	heparan sulfate, precursor 7	MNXM11791	Hs pre7	
chem	1.3	MNXM11792_g	heparan sulfate, precursor 8	MNXM11792	Hs pre8	
chem	1.3	MNXM11793_g	heparan sulfate, precursor 9	MNXM11793	Hs pre9	
chem	1.3	MNXM11834_l	hyaluronan degradation product 1	MNXM11834	Ha deg1	
chem	1.3	MNXM11843_c	hydroxylated taxol	MNXM11843	Htaxol	
chem	1.3	MNXM11849_g	I-antigen	MNXM11849	Galacglcgalacglcgal14acglcgalgluside hs	
chem	1.3	MNXM11945_g	keratan sulfate I biosynthesis, precursor 1	MNXM11945	Ksi pre1	
chem	1.3	MNXM11946_g	keratan sulfate I biosynthesis, precursor 10	MNXM11946	Ksi pre10	
chem	1.3	MNXM11947_g	keratan sulfate I biosynthesis, precursor 11	MNXM11947	Ksi pre11	
chem	1.3	MNXM11948_g	keratan sulfate I biosynthesis, precursor 12	MNXM11948	Ksi pre12	
chem	1.3	MNXM11949_g	keratan sulfate I biosynthesis, precursor 13	MNXM11949	Ksi pre13	
chem	1.3	MNXM11950_g	keratan sulfate I biosynthesis, precursor 14	MNXM11950	Ksi pre14	
chem	1.3	MNXM11951_g	keratan sulfate I biosynthesis, precursor 15	MNXM11951	Ksi pre15	
chem	1.3	MNXM11952_g	keratan sulfate I biosynthesis, precursor 16	MNXM11952	Ksi pre16	
chem	1.3	MNXM11953_g	keratan sulfate I biosynthesis, precursor 17	MNXM11953	Ksi pre17	
chem	1.3	MNXM11954_g	keratan sulfate I biosynthesis, precursor 18	MNXM11954	Ksi pre18	
chem	1.3	MNXM11955_g	keratan sulfate I biosynthesis, precursor 19	MNXM11955	Ksi pre19	
chem	1.3	MNXM11956_g	keratan sulfate I biosynthesis, precursor 2	MNXM11956	Ksi pre2	
chem	1.3	MNXM11957_g	keratan sulfate I biosynthesis, precursor 20	MNXM11957	Ksi pre20	
chem	1.3	MNXM11958_g	keratan sulfate I biosynthesis, precursor 21	MNXM11958	Ksi pre21	
chem	1.3	MNXM11959_g	keratan sulfate I biosynthesis, precursor 22	MNXM11959	Ksi pre22	
chem	1.3	MNXM11960_g	keratan sulfate I biosynthesis, precursor 23	MNXM11960	Ksi pre23	
chem	1.3	MNXM11961_g	keratan sulfate I biosynthesis, precursor 24	MNXM11961	Ksi pre24	
chem	1.3	MNXM11962_g	keratan sulfate I biosynthesis, precursor 25	MNXM11962	Ksi pre25	
chem	1.3	MNXM11963_g	keratan sulfate I biosynthesis, precursor 26	MNXM11963	Ksi pre26	
chem	1.3	MNXM11964_g	keratan sulfate I biosynthesis, precursor 27	MNXM11964	Ksi pre27	
chem	1.3	MNXM11965_g	keratan sulfate I biosynthesis, precursor 28	MNXM11965	Ksi pre28	
chem	1.3	MNXM11966_g	keratan sulfate I biosynthesis, precursor 29	MNXM11966	Ksi pre29	
chem	1.3	MNXM11967_g	keratan sulfate I biosynthesis, precursor 3	MNXM11967	Ksi pre3	
chem	1.3	MNXM11968_g	keratan sulfate I biosynthesis, precursor 30	MNXM11968	Ksi pre30	
chem	1.3	MNXM11969_g	keratan sulfate I biosynthesis, precursor 31	MNXM11969	Ksi pre31	
chem	1.3	MNXM11970_g	keratan sulfate I biosynthesis, precursor 32	MNXM11970	Ksi pre32	
chem	1.3	MNXM11971_g	keratan sulfate I biosynthesis, precursor 33	MNXM11971	Ksi pre33	
chem	1.3	MNXM11972_g	keratan sulfate I biosynthesis, precursor 34	MNXM11972	Ksi pre34	
chem	1.3	MNXM11973_g	keratan sulfate I biosynthesis, precursor 35	MNXM11973	Ksi pre35	
chem	1.3	MNXM11974_g	keratan sulfate I biosynthesis, precursor 36	MNXM11974	Ksi pre36	
chem	1.3	MNXM11975_g	keratan sulfate I biosynthesis, precursor 4	MNXM11975	Ksi pre4	
chem	1.3	MNXM11976_g	keratan sulfate I biosynthesis, precursor 5	MNXM11976	Ksi pre5	
chem	1.3	MNXM11977_g	keratan sulfate I biosynthesis, precursor 6	MNXM11977	Ksi pre6	
chem	1.3	MNXM11978_g	keratan sulfate I biosynthesis, precursor 7	MNXM11978	Ksi pre7	
chem	1.3	MNXM11979_g	keratan sulfate I biosynthesis, precursor 8	MNXM11979	Ksi pre8	
chem	1.3	MNXM11980_g	keratan sulfate I biosynthesis, precursor 9	MNXM11980	Ksi pre9	
chem	1.3	MNXM11981_l	keratan sulfate I, degradation product 10	MNXM11981	Ksi deg10	
chem	1.3	MNXM11982_l	keratan sulfate I, degradation product 13	MNXM11982	Ksi deg13	
chem	1.3	MNXM11983_l	keratan sulfate I, degradation product 16	MNXM11983	Ksi deg16	
chem	1.3	MNXM11984_l	keratan sulfate I, degradation product 19	MNXM11984	Ksi deg19	
chem	1.3	MNXM11985_l	keratan sulfate I, degradation product 2	MNXM11985	Ksi deg2	
chem	1.3	MNXM11986_l	keratan sulfate I, degradation product 22	MNXM11986	Ksi deg22	
chem	1.3	MNXM11987_l	keratan sulfate I, degradation product 25	MNXM11987	Ksi deg25	
chem	1.3	MNXM11988_l	keratan sulfate I, degradation product 28	MNXM11988	Ksi deg28	
chem	1.3	MNXM11989_l	keratan sulfate I, degradation product 3	MNXM11989	Ksi deg3	
chem	1.3	MNXM11990_l	keratan sulfate I, degradation product 31	MNXM11990	Ksi deg31	
chem	1.3	MNXM11991_l	keratan sulfate I, degradation product 34	MNXM11991	Ksi deg34	
chem	1.3	MNXM11992_l	keratan sulfate I, degradation product 37	MNXM11992	Ksi deg37	
chem	1.3	MNXM11993_l	keratan sulfate I, degradation product 39	MNXM11993	Ksi deg39	
chem	1.3	MNXM11994_l	keratan sulfate I, degradation product 4	MNXM11994	Ksi deg4	
chem	1.3	MNXM11995_l	keratan sulfate I, degradation product 40	MNXM11995	Ksi deg40	
chem	1.3	MNXM11996_l	keratan sulfate I, degradation product 41	MNXM11996	Ksi deg41	
chem	1.3	MNXM11997_l	keratan sulfate I, degradation product 5	MNXM11997	Ksi deg5	
chem	1.3	MNXM11998_l	keratan sulfate I, degradation product 7	MNXM11998	Ksi deg7	
chem	1.3	MNXM11999_l	keratan sulfate II (core 2-linked), degradation product 1	MNXM11999	Ksii core2 deg1	
chem	1.3	MNXM12000_l	keratan sulfate II (core 2-linked), degradation product 2	MNXM12000	Ksii core2 deg2	
chem	1.3	MNXM12001_l	keratan sulfate II (core 2-linked), degradation product 4	MNXM12001	Ksii core2 deg4	
chem	1.3	MNXM12002_l	keratan sulfate II (core 2-linked), degradation product 7	MNXM12002	Ksii core2 deg7	
chem	1.3	MNXM12003_l	keratan sulfate II (core 2-linked), degradation product 9	MNXM12003	Ksii core2 deg9	
chem	1.3	MNXM12004_l	keratan sulfate II (core 4-linked), degradation product 1	MNXM12004	Ksii core4 deg1	
chem	1.3	MNXM12005_l	keratan sulfate II (core 4-linked), degradation product 2	MNXM12005	Ksii core4 deg2	
chem	1.3	MNXM12006_l	keratan sulfate II (core 4-linked), degradation product 4	MNXM12006	Ksii core4 deg4	
chem	1.3	MNXM12007_g	keratan sulfate II biosynthesis, precursor 1	MNXM12007	Ksii core2 pre1	
chem	1.3	MNXM12009_g	keratan sulfate II biosynthesis, precursor 10	MNXM12009	Ksii core2 pre10	
chem	1.3	MNXM12011_g	keratan sulfate II biosynthesis, precursor 2	MNXM12011	Ksii core2 pre2	
chem	1.3	MNXM12012_g	keratan sulfate II biosynthesis, precursor 3	MNXM12012	Ksii core2 pre3	
chem	1.3	MNXM12014_g	keratan sulfate II biosynthesis, precursor 4	MNXM12014	Ksii core2 pre4	
chem	1.3	MNXM12016_g	keratan sulfate II biosynthesis, precursor 5	MNXM12016	Ksii core2 pre5	
chem	1.3	MNXM12019_g	keratan sulfate II biosynthesis, precursor 6	MNXM12019	Ksii core2 pre6	
chem	1.3	MNXM12021_g	keratan sulfate II biosynthesis, precursor 7	MNXM12021	Ksii core2 pre7	
chem	1.3	MNXM12023_g	keratan sulfate II biosynthesis, precursor 8	MNXM12023	Ksii core2 pre8	
chem	1.3	MNXM12025_g	keratan sulfate II biosynthesis, precursor 9	MNXM12025	Ksii core2 pre9	
chem	1.3	MNXM12026_g	keratan sulfate II boisynthesis, precursor 2	MNXM12026	Ksii core4 pre2	
chem	1.3	MNXM1229_r	diacylglycerol (homo sapiens)	MNXM59	a 1,2-diacyl-sn-glycerol	
chem	1.3	MNXM12324_c	N,N'-Diacetylchitobiosyldiphosphodolichol, human uterine homolog	MNXM12324	Chito2pdol U	
chem	1.3	MNXM12353_c	N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog	MNXM12353	Naglc2p U	
chem	1.3	MNXM12419_g	N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine	MNXM12419	Fn2m2masn	
chem	1.3	MNXM12471_g	nLc5Cer	MNXM12471	Acglcgal14acglcgalgluside hs	
chem	1.3	MNXM12472_g	nLc7Cer	MNXM12472	Acglc13galacglcgal14acglcgalgluside hs	
chem	1.3	MNXM12526_c	omega hydroxy dodecanoate (n-C12:0)	MNXM12526	Whddca	
chem	1.3	MNXM12527_c	omega hydroxy tetradecanoate (n-C14:0)	MNXM12527	Whttdca	
chem	1.3	MNXM12647_c	phosphatidyl glycerol phosphate (homo sapiens)	MNXM12647	Pgp hs	
chem	1.3	MNXM12672_c	phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})	MNXM12672	Dxtrn	
chem	1.3	MNXM127273_c	Leu-Gly	MNXM127273	Leu-Gly zwitterion	
chem	1.3	MNXM12747_c	primed glycogenin (glycogenin-8[1,4-Glc])	MNXM12747	Ggn	
chem	1.3	MNXM1280_m	L-glutamyl 5-phosphate	MNXM1280	L-gamma-glutamyl phosphate(2-)	
chem	1.3	MNXM1282_c	L-xylulose	MNXM597	D-xylulose	
chem	1.3	MNXM12840_c	R group 6 Coenzyme A homo sapiens	MNXM12840	R6coa hs	
chem	1.3	MNXM1288_c	N-formyl-L-kynurenine	MNXM1288	N-formyl-L-kynurenine zwitterion	
chem	1.3	MNXM12937_g	sialyl-T antigen	MNXM12937	ST antigen	
chem	1.3	MNXM12938_g	sialyl-Tn antigen	MNXM12938	Sialyl-Tn antigen	
chem	1.3	MNXM12953_e	starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})	MNXM12953	Strch2	
chem	1.3	MNXM12955_e	stearidonic acid C18:4, n-3	MNXM12955	Strdnc	
chem	1.3	MNXM12967_c	Sulfate derivative of norepinephrine	MNXM12967	Nrpphrsf	
chem	1.3	MNXM12985_c	testosterone sulfate	MNXM12985	Tststerones	
chem	1.3	MNXM12996_e	tetracosahexaenoic acid, n-3	MNXM12996	Tethex3	
chem	1.3	MNXM12997_e	tetracosapentaenoic acid, n-3	MNXM12997	Tetpent3	
chem	1.3	MNXM12998_e	tetracosapentaenoic acid, n-6	MNXM12998	Tetpent6	
chem	1.3	MNXM12999_e	tetracosatetraenoic acid n-6	MNXM12999	Tettet6	
chem	1.3	MNXM129_c	L-ascorbate	MNXM129	L-xylo-hex-3-ulonolactone	
chem	1.3	MNXM13045_c	timnodonic acid C20:5, n-3	MNXM13045	Tmndnc	
chem	1.3	MNXM1319_g	beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(11)-ceramide	MNXM1319	beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(11')-N-acylsphing-4-enine	
chem	1.3	MNXM13247_g	V3Fuc-nLc6Cer	MNXM13247	Fuc132galacglcgal14acglcgalgluside hs	
chem	1.3	MNXM1324_c	D-tagatose 1,6-bisphosphate	MNXM1324	D-tagatofuranose 1,6-bisphosphate	
chem	1.3	MNXM1334_c	O-phospho-L-homoserine	MNXM1334	O-phosphonato-L-homoserine(2-)	
chem	1.3	MNXM13407_g	((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	MNXM13407	N5m2masn	
chem	1.3	MNXM13501_g	(2)[glucose-1,3]-mannose oligosaccharide	MNXM13501	Glc2man	
chem	1.3	MNXM1369_r	bilirubin-bisglucuronoside	MNXM1369	Bilirubin-bisglucuronoside	
chem	1.3	MNXM13802_r	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)	MNXM13802	Mem2emgacpail prot hs	
chem	1.3	MNXM13807_e	1 acyl phosphoglycerol	MNXM13807	1glyc hs	
chem	1.3	MNXM1383_e	bilirubin-glucuronoside	MNXM1383	mono(glucosyluronic acid)bilirubin(2-)	
chem	1.3	MNXM1384_m	N-acetyl-L-glutamyl 5-phosphate	MNXM1384	N-acetyl-L-gamma-glutamyl phosphate(3-)	
chem	1.3	MNXM13888_c	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen (homo sapiens)	MNXM13888	Dak2gpe hs	
chem	1.3	MNXM1389_c	(2E)-hexadec-2-enal	MNXM1389	(2E)-hexadecenal	
chem	1.3	MNXM13989_c	12-Hydroperoxyeicosa-5,8,10,14-tetraenoate	MNXM13989	12HPET	
chem	1.3	MNXM14550_x	3-dodecenoyl CoA	MNXM14550	Dd3coa	
chem	1.3	MNXM145523_r	Reduced glutathione	MNXM57	glutathione	
chem	1.3	MNXM145598_r	linoleic acid (all cis C18:2) n-6	MNXM293	(9Z,12Z)-octadecadienoate	
chem	1.3	MNXM145630_e	3-(4-Hydroxyphenyl)pyruvate	MNXM153	3-(4-hydroxyphenyl)pyruvate	
chem	1.3	MNXM145822_m	2,7,10,13,16-docosapentenoylcoa	MNXM145822	(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA	
chem	1.3	MNXM145923_r	protein-linked asparagine residue (N-glycosylation site)	MNXM145923	Asn X Ser FSLASH Thr	
chem	1.3	MNXM146222_r	protein-linked serine residue (glycosaminoglycan attachment site)	MNXM146222	Ser Gly FSLASH Ala X Gly	
chem	1.3	MNXM146252_c	2-keto-4-methylthiobutyrate	MNXM276	4-methylthio-2-oxobutanoate	
chem	1.3	MNXM146307_x	Propenoyl-CoA	MNXM650	acryloyl-CoA	
chem	1.3	MNXM146308_r	S  Squalene 2 3 epoxide	MNXM130	(S)-2,3-epoxysqualene	
chem	1.3	MNXM146350_c	3-Hydroxypropionyl-CoA	MNXM1263	3-hydroxypropanoyl-CoA	
chem	1.3	MNXM146564_c	fatty acid 11-cis-retinol	MNXM146564	11 cis retfa	
chem	1.3	MNXM146565_c	fatty acid 9-cis-retinol	MNXM146565	9 cis retfa	
chem	1.3	MNXM146651_e	Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis)	MNXM146651	Tyr ggn	
chem	1.3	MNXM146866_c	13-cis-oxo-retinoic acid	MNXM146866	13 cis oretn	
chem	1.3	MNXM146867_e	13-cis-retinoyl glucuronide	MNXM146867	13 cis retnglc	
chem	1.3	MNXM147029_r	alpha-Linolenic acid, C18:3, n-3	MNXM794	(9Z,12Z,15Z)-octadecatrienoate	
chem	1.3	MNXM147044_m	Apocarboxylase (Lys residue)	MNXM147044	ApoC Lys	
chem	1.3	MNXM147064_g	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1	MNXM147064	Cs c,d,e pre1	
chem	1.3	MNXM147072_c	D Fructose 2 6 bisphosphate	MNXM651	beta-D-fructose 2,6-bisphosphate	
chem	1.3	MNXM147123_m	Holocarboxylase (biotin covalent bound to Lys residue of apoC)	MNXM147123	ApoC Lys btn	
chem	1.3	MNXM147142_r	mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)	MNXM147142	M LPAREN em RPAREN 3gacpail hs	
chem	1.3	MNXM147296_l	protein-linked serine or threonine residue (O-glycosylation site)	MNXM147296	Ser FSLASH Thr	
